bill_number,bill_type,congress,full_name_display,bioguide_id,person_id
2197,S,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
2199,S,117,"Hoeven, John Henry, III (R-ND)",H001061,151837
2203,S,117,"King, Angus Stanley, Jr. (I-ME-2)",K000383,197755
2206,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
2208,S,117,"Coons, Christopher Andrew (D-DE)",C001088,151823
2209,S,117,"Bennet, Michael Farrand (D-CO-2)",B001267,69394
2210,S,117,"Murray, Patricia Lynn (D-WA-2)",M001111,51219
2215,s,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
2215,S,117,"Risch, James Elroy (R-ID-1)",R000584,66832
2216,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
2217,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
2229,S,117,"Hickenlooper, John Wright, Jr. (D-CO-1)",H000273,175583
2242,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
2256,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
2268,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
2268,S,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
465,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
475,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
475,S,117,"Murphy, Christopher Scott (D-CT-2)",M001169,51493
479,S,117,"Moran, Gerald Wesley (R-KS-1)",M000934,51535
479,S,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
481,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
488,S,117,"Sasse, Benjamin Eric (R-NE-1)",S001197,12801
496,S,117,"Murray, Patricia Lynn (D-WA-2)",M001111,51219
514,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
529,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
530,S,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
535,S,117,"Braun, Michael Kent (R-IN-2)",B001310,242475
535,S,117,"Carper, Thomas Richard (D-DE)",C000174,51161
535,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
535,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
545,S,117,"Sinema, Kyrsten Lea (D-AZ-1)",S001191,198919
547,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
547,S,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
556,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
557,S,117,"Cantwell, Maria Ellen (D-WA-1)",C000127,51160
565,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
586,S,117,"Daines, Steven David (R-MT)",D000618,198810
586,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
586,S,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
587,S,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
590,S,117,"Hawley, Joshua David (R-MO-1)",H001089,307631
591,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
591,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
608,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
611,S,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
613,S,117,"Sinema, Kyrsten Lea (D-AZ-1)",S001191,198919
617,S,117,"Grassley, Charles Ernest (R-IA-1)",G000386,51187
618,S,117,"Cortez Masto, Catherine Marie (D-NV-2)",C001113,259552
618,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
622,S,117,"Daines, Steven David (R-MT)",D000618,198810
623,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
634,S,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
634,s,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
634,s,117,"Kelly, Mark Edward (D-AZ-2)",K000377,163882
642,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
656,S,117,"Sasse, Benjamin Eric (R-NE-1)",S001197,12801
656,S,117,"Scott, Richard Lynn (R-FL-2)",S001217,175586
658,S,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
659,S,117,"Marshall, Roger Wayne (R-KS-2)",M001198,259544
661,S,117,"Tester, Raymond Jon (D-MT)",T000464,51845
679,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
681,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
682,S,117,"Tuberville, Thomas Hawley (R-AL-1)",T000278,374701
687,S,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
690,s,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
692,S,117,"Scott, Timothy Eugene (R-SC-1)",S001184,151800
697,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
698,S,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
713,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
724,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
724,S,117,"Graham, Lindsey Olin (R-SC-2)",G000359,51186
724,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
729,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
730,S,117,"Johnson, Ronald Harold (R-WI-1)",J000293,151822
734,S,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
745,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
746,S,117,"Young, Todd Christopher (R-IN-1)",Y000064,52983
747,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
754,S,117,"Daines, Steven David (R-MT)",D000618,198810
754,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
754,s,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
767,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
773,S,117,"Hyde-Smith, Cindy (R-MS-1)",H001079,286518
773,S,117,"Inhofe, James Mountain (R-OK-2)",I000024,51195
779,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
779,S,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
786,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
792,S,117,"Scott, Richard Lynn (R-FL-2)",S001217,175586
797,S,117,"Thune, John Randolph (R-SD)",T000250,51242
799,S,117,"Braun, Michael Kent (R-IN-2)",B001310,242475
800,S,117,"Paul, Randal Howard (R-KY-1)",P000603,151828
805,S,117,"Inhofe, James Mountain (R-OK-2)",I000024,51195
808,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
810,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
817,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
819,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
819,s,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
833,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
834,S,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
834,s,117,"Kelly, Mark Edward (D-AZ-2)",K000377,163882
839,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
1416,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1425,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
1428,S,117,"Ossoff, Thomas Jonathan (D-GA-1)",O000174,34364
1435,s,117,"Kelly, Mark Edward (D-AZ-2)",K000377,163882
1436,s,117,"Braun, Michael Kent (R-IN-2)",B001310,242475
1441,S,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1448,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
1450,s,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
1454,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
1457,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
1461,S,117,"Sanders, Bernard (I-VT)",S000033,51605
1473,S,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1481,S,117,"Young, Todd Christopher (R-IN-1)",Y000064,52983
1486,S,117,"Grassley, Charles Ernest (R-IA-1)",G000386,51187
1489,s,117,"Daines, Steven David (R-MT)",D000618,198810
1489,s,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
1489,s,117,"Rounds, Marion Michael (R-SD)",R000605,221844
1489,s,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
1495,S,117,"Graham, Lindsey Olin (R-SC-2)",G000359,51186
1510,S,117,"Burr, Richard Mauze (R-NC-1)",B001135,51870
1511,S,117,"Leahy, Patrick Joseph (D-VT)",L000174,51206
1512,S,117,"Heinrich, Martin Trevor (D-NM-1)",H001046,66869
1512,S,117,"Sinema, Kyrsten Lea (D-AZ-1)",S001191,198919
1514,S,117,"Sinema, Kyrsten Lea (D-AZ-1)",S001191,198919
1520,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
1520,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
1520,S,117,"Schatz, Brian Emanuel (D-HI-2)",S001194,201768
1522,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
1522,S,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
1525,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
1530,s,117,"Markey, Edward John (D-MA-2)",M000133,51500
1532,s,117,"Tester, Raymond Jon (D-MT)",T000464,51845
1536,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1538,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1544,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
1548,S,117,"Sinema, Kyrsten Lea (D-AZ-1)",S001191,198919
1548,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
1548,S,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
1555,S,117,"Daines, Steven David (R-MT)",D000618,198810
1555,S,117,"Rounds, Marion Michael (R-SD)",R000605,221844
1558,S,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
1561,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
1561,s,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
1566,s,117,"Markey, Edward John (D-MA-2)",M000133,51500
1572,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1574,s,117,"Hyde-Smith, Cindy (R-MS-1)",H001079,286518
1581,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
1591,S,117,"Rounds, Marion Michael (R-SD)",R000605,221844
1593,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
1595,S,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
1595,S,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
1595,S,117,"Scott, Richard Lynn (R-FL-2)",S001217,175586
1596,s,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
1596,s,117,"Markey, Edward John (D-MA-2)",M000133,51500
1596,s,117,"Marshall, Roger Wayne (R-KS-2)",M001198,259544
1596,s,117,"Ossoff, Thomas Jonathan (D-GA-1)",O000174,34364
1596,S,117,"Shaheen, Cynthia Jeanne Bowers (D-NH-2)",S001181,66834
1596,s,117,"Tester, Raymond Jon (D-MT)",T000464,51845
1598,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
1618,s,117,"Grassley, Charles Ernest (R-IA-1)",G000386,51187
1625,s,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
1625,s,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
1627,S,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
1636,S,117,"Braun, Michael Kent (R-IN-2)",B001310,242475
1658,s,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
1660,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1669,S,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
1670,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1670,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1671,S,117,"Warner, Mark Robert (D-VA-2)",W000805,66837
1676,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
1688,S,117,"Schatz, Brian Emanuel (D-HI-2)",S001194,201768
1691,S,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
1692,S,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
1695,S,117,"Graham, Lindsey Olin (R-SC-2)",G000359,51186
1695,S,117,"Scott, Timothy Eugene (R-SC-1)",S001184,151800
1701,S,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
1703,S,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
1706,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
1708,S,117,"Sullivan, Daniel Scott (R-AK)",S001198,221840
1714,S,117,"Heinrich, Martin Trevor (D-NM-1)",H001046,66869
1720,S,117,"Schatz, Brian Emanuel (D-HI-2)",S001194,201768
1725,S,117,"Daines, Steven David (R-MT)",D000618,198810
1725,S,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
1764,S,117,"Marshall, Roger Wayne (R-KS-2)",M001198,259544
1777,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
1786,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
1073,S,117,"Sanders, Bernard (I-VT)",S000033,51605
1078,S,117,"Portman, Robert Jones (R-OH-2)",P000449,51576
1083,S,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
1084,S,117,"Sullivan, Daniel Scott (R-AK)",S001198,221840
1086,S,117,"Murphy, Christopher Scott (D-CT-2)",M001169,51493
1105,S,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
1106,S,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
1106,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1108,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
1113,S,117,"Kelly, Mark Edward (D-AZ-2)",K000377,163882
1125,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
1125,s,117,"Young, Todd Christopher (R-IN-1)",Y000064,52983
1133,S,117,"Daines, Steven David (R-MT)",D000618,198810
1135,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
1136,S,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
1137,s,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
1144,S,117,"Cornyn, John, III (R-TX-1)",C001056,51170
1144,S,117,"Thune, John Randolph (R-SD)",T000250,51242
1148,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1166,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
1170,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1171,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
1173,S,117,"Romney, Willard Mitt (R-UT-2)",R000615,172424
1180,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1182,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1193,S,117,"Young, Todd Christopher (R-IN-1)",Y000064,52983
1194,S,117,"Toomey, Patrick Joseph, Jr. (R-PA-2)",T000461,51835
1195,S,117,"Schumer, Charles Ellis (D-NY-2)",S000148,51231
1226,S,117,"Toomey, Patrick Joseph, Jr. (R-PA-2)",T000461,51835
1238,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
1251,S,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1260,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1271,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
1276,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
1315,S,117,"Cassidy, William (R-LA-2)",C001075,66858
1335,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
1338,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
1338,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1341,S,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
1349,S,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
1352,S,117,"Sullivan, Daniel Scott (R-AK)",S001198,221840
1357,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
1360,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1360,S,117,"Heinrich, Martin Trevor (D-NM-1)",H001046,66869
1362,S,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
1365,S,117,"Cortez Masto, Catherine Marie (D-NV-2)",C001113,259552
1382,S,117,"Braun, Michael Kent (R-IN-2)",B001310,242475
1382,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
1397,S,117,"Cortez Masto, Catherine Marie (D-NV-2)",C001113,259552
1404,S,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
1405,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
1408,S,117,"Shaheen, Cynthia Jeanne Bowers (D-NH-2)",S001181,66834
1408,s,117,"Tester, Raymond Jon (D-MT)",T000464,51845
1435,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
1451,s,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1461,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
1462,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
1470,S,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
1496,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1512,S,117,"Thune, John Randolph (R-SD)",T000250,51242
1522,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
1528,S,117,"Sinema, Kyrsten Lea (D-AZ-1)",S001191,198919
1538,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1539,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
1539,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
1544,s,117,"Markey, Edward John (D-MA-2)",M000133,51500
1555,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
1572,S,117,"Ossoff, Thomas Jonathan (D-GA-1)",O000174,34364
1573,S,117,"Sanders, Bernard (I-VT)",S000033,51605
1574,S,117,"Marshall, Roger Wayne (R-KS-2)",M001198,259544
1596,s,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1596,S,117,"Grassley, Charles Ernest (R-IA-1)",G000386,51187
1599,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
1605,S,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
1613,S,117,"Kelly, Mark Edward (D-AZ-2)",K000377,163882
1617,S,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
1641,S,117,"Hawley, Joshua David (R-MO-1)",H001089,307631
1641,S,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
1650,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
1660,s,117,"Heinrich, Martin Trevor (D-NM-1)",H001046,66869
1670,s,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
1674,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1692,S,117,"Sinema, Kyrsten Lea (D-AZ-1)",S001191,198919
1701,S,117,"Cortez Masto, Catherine Marie (D-NV-2)",C001113,259552
1701,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
1718,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1720,S,117,"Sullivan, Daniel Scott (R-AK)",S001198,221840
988,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
998,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1006,S,117,"Burr, Richard Mauze (R-NC-1)",B001135,51870
1014,S,117,"Grassley, Charles Ernest (R-IA-1)",G000386,51187
1020,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
1020,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1021,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
1021,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
1022,S,117,"Shaheen, Cynthia Jeanne Bowers (D-NH-2)",S001181,66834
1030,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1032,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1036,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
1061,S,117,"Paul, Randal Howard (R-KY-1)",P000603,151828
1073,S,117,"Leahy, Patrick Joseph (D-VT)",L000174,51206
1079,s,117,"Tuberville, Thomas Hawley (R-AL-1)",T000278,374701
1084,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
1084,S,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
1086,S,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
1096,S,117,"Carper, Thomas Richard (D-DE)",C000174,51161
1106,S,117,"Heinrich, Martin Trevor (D-NM-1)",H001046,66869
1107,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
1116,s,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
1136,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
1136,S,117,"Murphy, Christopher Scott (D-CT-2)",M001169,51493
1137,S,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1142,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1144,S,117,"Moran, Gerald Wesley (R-KS-1)",M000934,51535
1147,S,117,"Cortez Masto, Catherine Marie (D-NV-2)",C001113,259552
1153,S,117,"Scott, Richard Lynn (R-FL-2)",S001217,175586
1169,S,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1170,S,117,"Sullivan, Daniel Scott (R-AK)",S001198,221840
1175,S,117,"Crapo, Michael Dean (R-ID-2)",C000880,51173
1178,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1183,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
1187,S,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
1195,S,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
1201,S,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1205,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
1210,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1210,S,117,"Heinrich, Martin Trevor (D-NM-1)",H001046,66869
1210,S,117,"Sinema, Kyrsten Lea (D-AZ-1)",S001191,198919
1211,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
1251,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
1251,S,117,"Rounds, Marion Michael (R-SD)",R000605,221844
1251,S,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
1255,S,117,"Sanders, Bernard (I-VT)",S000033,51605
1262,S,117,"Cornyn, John, III (R-TX-1)",C001056,51170
1279,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
1288,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1298,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1304,S,117,"Murphy, Christopher Scott (D-CT-2)",M001169,51493
1312,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
1312,s,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
1314,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
1315,S,117,"Cortez Masto, Catherine Marie (D-NV-2)",C001113,259552
1373,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
1383,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
1385,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
1404,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
1404,S,117,"Murphy, Christopher Scott (D-CT-2)",M001169,51493
1441,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
1451,S,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
1457,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
1488,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
1488,S,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
1488,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1489,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
1489,S,117,"Graham, Lindsey Olin (R-SC-2)",G000359,51186
1489,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
1512,S,117,"Moran, Gerald Wesley (R-KS-1)",M000934,51535
1512,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
1520,S,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
1520,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
1530,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1532,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1544,s,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
1548,S,117,"Moran, Gerald Wesley (R-KS-1)",M000934,51535
1555,S,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
1568,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
1588,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1591,S,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
1595,S,117,"Johnson, Ronald Harold (R-WI-1)",J000293,151822
1596,s,117,"Portman, Robert Jones (R-OH-2)",P000449,51576
1598,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1614,S,117,"Schatz, Brian Emanuel (D-HI-2)",S001194,201768
1641,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
1652,S,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
636,S,117,"Lankford, James Paul (R-OK-1)",L000575,151793
637,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
650,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
652,S,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
656,S,117,"Hagerty, William Francis, IV (R-TN-1)",H000601,365070
656,S,117,"Risch, James Elroy (R-ID-1)",R000584,66832
662,S,117,"Kennedy, John Neely (R-LA-1)",K000393,260075
673,s,117,"Cassidy, William (R-LA-2)",C001075,66858
674,S,117,"Bennet, Michael Farrand (D-CO-2)",B001267,69394
675,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
675,S,117,"Lankford, James Paul (R-OK-1)",L000575,151793
679,S,117,"Gillibrand, Kirsten Rutnik (D-NY-1)",G000555,51503
682,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
692,S,117,"Bennet, Michael Farrand (D-CO-2)",B001267,69394
694,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
696,S,117,"Manchin, Joseph, III (D-WV-1)",M001183,151825
697,S,117,"Portman, Robert Jones (R-OH-2)",P000449,51576
697,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
730,S,117,"Ernst, Joni Kay (R-IA-2)",E000295,190615
736,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
