bill_number,bill_type,congress,full_name_display,bioguide_id,person_id
4705,s,117,"Burr, Richard Mauze (R-NC-1)",B001135,51870
4887,s,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
4947,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
1541,S,117,"Schatz, Brian Emanuel (D-HI-2)",S001194,201768
1544,s,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
1544,S,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
1545,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
1548,S,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
1551,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
1555,S,117,"Cornyn, John, III (R-TX-1)",C001056,51170
1555,S,117,"Thune, John Randolph (R-SD)",T000250,51242
1565,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
1568,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
1568,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
1569,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
1570,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
1573,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
1582,S,117,"Scott, Timothy Eugene (R-SC-1)",S001184,151800
1588,S,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
1591,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
1591,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1595,S,117,"Inhofe, James Mountain (R-OK-2)",I000024,51195
1596,s,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1600,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
1609,S,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
1613,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
1613,S,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
1613,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1617,S,117,"Shaheen, Cynthia Jeanne Bowers (D-NH-2)",S001181,66834
1625,s,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1642,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
1652,S,117,"Reed, John Francis (D-RI-1)",R000122,51223
1660,S,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
1663,s,117,"Murphy, Christopher Scott (D-CT-2)",M001169,51493
1667,S,117,"Burr, Richard Mauze (R-NC-1)",B001135,51870
1684,S,117,"Sanders, Bernard (I-VT)",S000033,51605
1689,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
1691,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
1693,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
1707,S,117,"Grassley, Charles Ernest (R-IA-1)",G000386,51187
1707,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
1708,S,117,"Cortez Masto, Catherine Marie (D-NV-2)",C001113,259552
1714,S,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
1720,S,117,"Reed, John Francis (D-RI-1)",R000122,51223
2229,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
2230,S,117,"Daines, Steven David (R-MT)",D000618,198810
2233,s,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
2233,S,117,"Shaheen, Cynthia Jeanne Bowers (D-NH-2)",S001181,66834
2235,s,117,"Markey, Edward John (D-MA-2)",M000133,51500
2239,S,117,"Cornyn, John, III (R-TX-1)",C001056,51170
2242,s,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
2242,s,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
2242,s,117,"Kelly, Mark Edward (D-AZ-2)",K000377,163882
2261,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
2263,S,117,"Cantwell, Maria Ellen (D-WA-1)",C000127,51160
2264,S,117,"Rounds, Marion Michael (R-SD)",R000605,221844
2264,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
2265,S,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
2266,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
2269,S,117,"Marshall, Roger Wayne (R-KS-2)",M001198,259544
2270,S,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
2275,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
2276,S,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
2284,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
2287,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
2295,S,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
2295,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
2297,S,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
2298,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
2298,s,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
2301,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
2305,S,117,"Cornyn, John, III (R-TX-1)",C001056,51170
2315,S,117,"Murphy, Christopher Scott (D-CT-2)",M001169,51493
2316,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
2320,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
2332,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
2337,S,117,"Marshall, Roger Wayne (R-KS-2)",M001198,259544
2339,S,117,"Thune, John Randolph (R-SD)",T000250,51242
2340,s,117,"Kelly, Mark Edward (D-AZ-2)",K000377,163882
2342,S,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
2342,s,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
2343,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
2344,S,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
2351,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
2357,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
2366,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
2366,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
2370,S,117,"Sanders, Bernard (I-VT)",S000033,51605
2384,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
2384,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
2389,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
2393,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
2395,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
2395,S,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
2400,S,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
2409,S,117,"Van Hollen, Christopher J., Jr. (D-MD-2)",V000128,51658
2410,s,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
2410,s,117,"Warner, Mark Robert (D-VA-2)",W000805,66837
2425,S,117,"Moran, Gerald Wesley (R-KS-1)",M000934,51535
2446,S,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
2449,S,117,"Capito, Shelley Wellons Moore (R-WV-2)",C001047,51310
2449,S,117,"Hyde-Smith, Cindy (R-MS-1)",H001079,286518
2449,S,117,"Inhofe, James Mountain (R-OK-2)",I000024,51195
2452,S,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
2455,S,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
2455,S,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
2463,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
2465,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
2466,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
2468,S,117,"Scott, Richard Lynn (R-FL-2)",S001217,175586
2471,S,117,"Tester, Raymond Jon (D-MT)",T000464,51845
2479,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
2484,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
2493,S,117,"Grassley, Charles Ernest (R-IA-1)",G000386,51187
2495,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
2500,S,117,"Scott, Richard Lynn (R-FL-2)",S001217,175586
2516,S,117,"Cramer, Kevin John (R-ND)",C001096,198816
2532,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
2543,S,117,"Braun, Michael Kent (R-IN-2)",B001310,242475
2547,S,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
2549,S,117,"Murphy, Christopher Scott (D-CT-2)",M001169,51493
2556,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
2569,S,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
2576,S,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
2588,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
2607,S,117,"Cornyn, John, III (R-TX-1)",C001056,51170
2607,S,117,"Lee, Michael Shumway (R-UT-1)",L000577,151827
4787,s,117,"Blunt, Roy Dean (R-MO-2)",B000575,51281
4803,s,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
4815,s,117,"Portman, Robert Jones (R-OH-2)",P000449,51576
4815,s,117,"Shelby, Richard Craig (R-AL-2)",S000320,51233
4901,s,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
4916,s,117,"Sullivan, Daniel Scott (R-AK)",S001198,221840
4937,S,117,"Graham, Lindsey Olin (R-SC-2)",G000359,51186
4937,S,117,"Sanders, Bernard (I-VT)",S000033,51605
4937,S,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
4940,S,117,"Marshall, Roger Wayne (R-KS-2)",M001198,259544
4967,s,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
4968,s,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
4976,s,117,"Cornyn, John, III (R-TX-1)",C001056,51170
4982,s,117,"Tillis, Thomas Roland (R-NC-2)",T000476,192907
5002,s,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
5002,s,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
5005,s,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
5009,s,117,"Reed, John Francis (D-RI-1)",R000122,51223
5014,s,117,"Braun, Michael Kent (R-IN-2)",B001310,242475
5016,S,117,"Sullivan, Daniel Scott (R-AK)",S001198,221840
5018,s,117,"Sullivan, Daniel Scott (R-AK)",S001198,221840
5021,s,117,"Cramer, Kevin John (R-ND)",C001096,198816
5035,s,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
5035,s,117,"Warnock, Raphael Gamaliel (D-GA-2)",W000790,369737
5037,s,117,"Hawley, Joshua David (R-MO-1)",H001089,307631
5037,s,117,"Scott, Timothy Eugene (R-SC-1)",S001184,151800
5047,s,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
5047,s,117,"Warner, Mark Robert (D-VA-2)",W000805,66837
5060,s,117,"Grassley, Charles Ernest (R-IA-1)",G000386,51187
5060,s,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
5070,s,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
5070,s,117,"Shaheen, Cynthia Jeanne Bowers (D-NH-2)",S001181,66834
5083,s,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
5084,s,117,"Inhofe, James Mountain (R-OK-2)",I000024,51195
2429,S,117,"Kennedy, John Neely (R-LA-1)",K000393,260075
2434,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
2436,S,117,"Crapo, Michael Dean (R-ID-2)",C000880,51173
2446,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2446,S,117,"Gillibrand, Kirsten Rutnik (D-NY-1)",G000555,51503
2452,S,117,"Murray, Patricia Lynn (D-WA-2)",M001111,51219
2466,S,117,"Coons, Christopher Andrew (D-DE)",C001088,151823
2475,S,117,"Cassidy, William (R-LA-2)",C001075,66858
2475,S,117,"Risch, James Elroy (R-ID-1)",R000584,66832
2476,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2477,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
2493,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
2512,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2512,S,117,"Gillibrand, Kirsten Rutnik (D-NY-1)",G000555,51503
2512,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
2513,s,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
2519,S,117,"Lankford, James Paul (R-OK-1)",L000575,151793
2532,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
2536,S,117,"Lankford, James Paul (R-OK-1)",L000575,151793
2542,S,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
2549,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
2563,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2566,S,117,"Barrasso, John Anthony, III (R-WY)",B001261,51863
2567,S,117,"Blunt, Roy Dean (R-MO-2)",B000575,51281
2567,S,117,"Fischer, Debra Strobel (R-NE-2)",F000463,196054
2569,s,117,"Murray, Patricia Lynn (D-WA-2)",M001111,51219
2578,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2578,S,117,"Gillibrand, Kirsten Rutnik (D-NY-1)",G000555,51503
2578,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
2587,S,117,"Lankford, James Paul (R-OK-1)",L000575,151793
2590,S,117,"Risch, James Elroy (R-ID-1)",R000584,66832
2593,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
2607,S,117,"Cassidy, William (R-LA-2)",C001075,66858
2607,S,117,"Ernst, Joni Kay (R-IA-2)",E000295,190615
2607,S,117,"Hagerty, William Francis, IV (R-TN-1)",H000601,365070
2613,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
2614,S,117,"Kennedy, John Neely (R-LA-1)",K000393,260075
2615,s,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
2629,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2646,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2647,S,117,"Barrasso, John Anthony, III (R-WY)",B001261,51863
2647,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
2647,S,117,"Manchin, Joseph, III (D-WV-1)",M001183,151825
2655,S,117,"Hickenlooper, John Wright, Jr. (D-CO-1)",H000273,175583
2675,S,117,"Cassidy, William (R-LA-2)",C001075,66858
2675,S,117,"Ernst, Joni Kay (R-IA-2)",E000295,190615
2680,S,117,"King, Angus Stanley, Jr. (I-ME-2)",K000383,197755
2702,s,117,"Bennet, Michael Farrand (D-CO-2)",B001267,69394
2706,s,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
2710,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
2710,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
2714,S,117,"Gillibrand, Kirsten Rutnik (D-NY-1)",G000555,51503
2721,S,117,"Lankford, James Paul (R-OK-1)",L000575,151793
2724,S,117,"Cassidy, William (R-LA-2)",C001075,66858
2728,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
2729,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2736,S,117,"Crapo, Michael Dean (R-ID-2)",C000880,51173
2739,S,117,"Hagerty, William Francis, IV (R-TN-1)",H000601,365070
2740,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
1813,S,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
1813,S,117,"Kelly, Mark Edward (D-AZ-2)",K000377,163882
1813,S,117,"Warner, Mark Robert (D-VA-2)",W000805,66837
1814,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1819,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
1825,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
1825,S,117,"Reed, John Francis (D-RI-1)",R000122,51223
1828,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1834,S,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
1837,S,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
1845,s,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
1848,S,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
1851,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
1856,S,117,"Baldwin, Tammy Suzanne Green (D-WI-2)",B001230,51260
1856,S,117,"Heinrich, Martin Trevor (D-NM-1)",H001046,66869
1858,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
1864,S,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
1864,S,117,"Merkley, Jeffrey Alan (D-OR-1)",M001176,66836
1864,S,117,"Schatz, Brian Emanuel (D-HI-2)",S001194,201768
1871,S,117,"Scott, Richard Lynn (R-FL-2)",S001217,175586
1872,S,117,"Markey, Edward John (D-MA-2)",M000133,51500
1872,S,117,"Shaheen, Cynthia Jeanne Bowers (D-NH-2)",S001181,66834
1872,S,117,"Tester, Raymond Jon (D-MT)",T000464,51845
1873,S,117,"Boozman, John Nichols (R-AR-1)",B001236,51287
1898,S,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
1900,S,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
1901,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
1913,S,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
1916,S,117,"Cruz, Rafael Edward (R-TX-2)",C001098,175665
4117,s,117,"Schatz, Brian Emanuel (D-HI-2)",S001194,201768
4124,S,117,"Scott, Richard Lynn (R-FL-2)",S001217,175586
4125,s,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
4134,S,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
4155,s,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
4167,s,117,"Braun, Michael Kent (R-IN-2)",B001310,242475
4182,s,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
4192,s,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
4192,s,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
4202,s,117,"Warner, Mark Robert (D-VA-2)",W000805,66837
4214,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
4254,S,117,"Peters, Gary Charles, Sr. (D-MI-2)",P000595,66862
4255,S,117,"Brown, Sherrod Campbell (D-OH-1)",B000944,51301
4255,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
4257,s,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
4258,s,117,"Hawley, Joshua David (R-MO-1)",H001089,307631
4258,s,117,"Rubio, Marco Antonio (R-FL-1)",R000595,151820
4260,s,117,"Whitehouse, Sheldon (D-RI-2)",W000802,51844
4278,s,117,"Casey, Robert Patrick, Jr. (D-PA-1)",C001070,51840
4302,s,117,"Hassan, Margaret Coldwell Wood (D-NH-1)",H001076,232351
4327,s,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
4334,s,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
4334,s,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
4347,s,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
4347,s,117,"Stabenow, Deborah Ann Greer (D-MI-1)",S000770,51236
4359,s,117,"Durbin, Richard Joseph (D-IL-1)",D000563,51180
4371,s,117,"Feinstein, Dianne Goldman Berman (D-CA-2)",F000062,51184
4395,s,117,"Luján, Ben Ray, Jr. (D-NM-2)",L000570,66871
4427,s,117,"Marshall, Roger Wayne (R-KS-2)",M001198,259544
4428,s,117,"Graham, Lindsey Olin (R-SC-2)",G000359,51186
4456,s,117,"Sasse, Benjamin Eric (R-NE-1)",S001197,12801
4466,S,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
4502,s,117,"Collins, Susan Margaret (R-ME-1)",C001035,51168
4508,s,117,"Kaine, Timothy Michael (D-VA-1)",K000384,175490
4513,s,117,"Heinrich, Martin Trevor (D-NM-1)",H001046,66869
4519,s,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
4524,s,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
4529,s,117,"Markey, Edward John (D-MA-2)",M000133,51500
4541,s,117,"Hyde-Smith, Cindy (R-MS-1)",H001079,286518
4541,s,117,"Inhofe, James Mountain (R-OK-2)",I000024,51195
4550,S,117,"Duckworth, Ladda Tammy (D-IL-2)",D000622,198768
4557,s,117,"Cantwell, Maria Ellen (D-WA-1)",C000127,51160
4557,s,117,"Menendez, Robert Jacobsen, Sr. (D-NJ-1)",M000639,51523
4558,S,117,"Warren, Elizabeth Ann (D-MA-1)",W000817,140963
4561,s,117,"Ossoff, Thomas Jonathan (D-GA-1)",O000174,34364
4583,s,117,"Smith, Christine Elizabeth Flint (D-MN-1)",S001203,282320
4587,s,117,"Wicker, Roger Frederick (R-MS-2)",W000437,51675
4595,s,117,"Padilla, Alejandro (D-CA-1)",P000145,189610
4597,s,117,"Markey, Edward John (D-MA-2)",M000133,51500
4612,s,117,"Leahy, Patrick Joseph (D-VT)",L000174,51206
4628,s,117,"Graham, Lindsey Olin (R-SC-2)",G000359,51186
4628,s,117,"Scott, Timothy Eugene (R-SC-1)",S001184,151800
4702,s,117,"Cardin, Benjamin Louis (D-MD-1)",C000141,51313
4702,s,117,"Warner, Mark Robert (D-VA-2)",W000805,66837
4709,s,117,"Inhofe, James Mountain (R-OK-2)",I000024,51195
4723,s,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
4760,s,117,"Booker, Cory Anthony (D-NJ-2)",B001288,211545
4764,s,117,"Reed, John Francis (D-RI-1)",R000122,51223
1714,S,117,"Bennet, Michael Farrand (D-CO-2)",B001267,69394
1720,S,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
1720,S,117,"Portman, Robert Jones (R-OH-2)",P000449,51576
1722,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
1725,s,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
1777,S,117,"Kennedy, John Neely (R-LA-1)",K000393,260075
1784,s,117,"Lankford, James Paul (R-OK-1)",L000575,151793
1790,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
1792,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
1806,S,117,"Ernst, Joni Kay (R-IA-2)",E000295,190615
1813,S,117,"Kennedy, John Neely (R-LA-1)",K000393,260075
1814,s,117,"Barrasso, John Anthony, III (R-WY)",B001261,51863
1817,S,117,"Murray, Patricia Lynn (D-WA-2)",M001111,51219
1819,S,117,"Murray, Patricia Lynn (D-WA-2)",M001111,51219
1825,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
1828,S,117,"Gillibrand, Kirsten Rutnik (D-NY-1)",G000555,51503
1828,S,117,"King, Angus Stanley, Jr. (I-ME-2)",K000383,197755
1839,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
1841,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
1848,S,117,"Bennet, Michael Farrand (D-CO-2)",B001267,69394
1848,S,117,"Coons, Christopher Andrew (D-DE)",C001088,151823
1848,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
1858,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
1859,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
1861,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
1872,S,117,"Hagerty, William Francis, IV (R-TN-1)",H000601,365070
1872,S,117,"Lummis, Cynthia Marie (R-WY)",L000571,66891
1872,S,117,"Risch, James Elroy (R-ID-1)",R000584,66832
1873,S,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
1874,s,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
1888,S,117,"Portman, Robert Jones (R-OH-2)",P000449,51576
1891,S,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
1893,S,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
1904,S,117,"Ernst, Joni Kay (R-IA-2)",E000295,190615
1904,S,117,"Hagerty, William Francis, IV (R-TN-1)",H000601,365070
1909,S,117,"King, Angus Stanley, Jr. (I-ME-2)",K000383,197755
1916,S,117,"Crapo, Michael Dean (R-ID-2)",C000880,51173
1916,S,117,"Lankford, James Paul (R-OK-1)",L000575,151793
1937,s,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
1939,S,117,"Hoeven, John Henry, III (R-ND)",H001061,151837
1939,S,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
1942,S,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
1943,s,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
1943,S,117,"King, Angus Stanley, Jr. (I-ME-2)",K000383,197755
1958,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
1974,S,117,"Cassidy, William (R-LA-2)",C001075,66858
1975,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
1987,S,117,"Hagerty, William Francis, IV (R-TN-1)",H000601,365070
1990,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
2003,S,117,"Portman, Robert Jones (R-OH-2)",P000449,51576
2011,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
2011,S,117,"Gillibrand, Kirsten Rutnik (D-NY-1)",G000555,51503
2011,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
2014,S,117,"Coons, Christopher Andrew (D-DE)",C001088,151823
2014,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
51,S,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
99,S,117,"Blackburn, Marsha Wedgeworth (R-TN-2)",B001243,51279
142,S,117,"Coons, Christopher Andrew (D-DE)",C001088,151823
237,S,117,"Gillibrand, Kirsten Rutnik (D-NY-1)",G000555,51503
291,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
504,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
617,S,117,"Ernst, Joni Kay (R-IA-2)",E000295,190615
697,S,117,"Hickenlooper, John Wright, Jr. (D-CO-1)",H000273,175583
986,S,117,"Hoeven, John Henry, III (R-ND)",H001061,151837
1046,S,117,"Lankford, James Paul (R-OK-1)",L000575,151793
1084,S,117,"Murkowski, Lisa Ann (R-AK)",M001153,51218
1195,S,117,"Bennet, Michael Farrand (D-CO-2)",B001267,69394
1221,S,117,"Rosen, Jacklyn Sheryl (D-NV-1)",R000608,259494
1461,S,117,"Wyden, Ronald Lee (D-OR-2)",W000779,51247
1554,S,117,"Hoeven, John Henry, III (R-ND)",H001061,151837
1573,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
1687,S,117,"Cassidy, William (R-LA-2)",C001075,66858
1813,S,117,"Blunt, Roy Dean (R-MO-2)",B000575,51281
2018,S,117,"Portman, Robert Jones (R-OH-2)",P000449,51576
2024,S,117,"Klobuchar, Amy Jean (D-MN-2)",K000367,51842
2242,S,117,"Hirono, Mazie Keiko (D-HI-1)",H001042,51558
2275,S,117,"Blumenthal, Richard (D-CT-1)",B001277,151824
